"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"1216",113596,"Pimpinella saxifraga","262","49510","09/3.","Pimpinella saxifraga L., 1753","heri","Festuco valesiacae–Bromopsietea erectae Braun–Blanquet & Tüxen 1943 em. Royer 1987","pelouses basophiles médio-européennes et nevado-illyriennes",NULL,NULL,"7","x","5","3","x","esp","eurasiatique","ombelle d'ombellules","androdioïque","protandre","entomogame","akène","barochore","blanc",NULL,NULL,NULL,"1.5","Chamberlain","hémicryptophytaie",NULL,NULL,7,5,5,5,4,7,2,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,2246,NULL,NULL,"Pimpinella saxifraga",NULL
"1217",113599,"Pimpinella tragium","30281","75289","08/1.1.3.0.1","Pimpinella tragium Vill., 1779","csuf","Sedion albo–sediformis de Foucault 1999","lithophytes des dalles basophiles, mésoméditerranéennes","Pimpinello tragii - Arenarion provincialis Braun-Blanquet 1947",NULL,NULL,NULL,NULL,NULL,NULL,"esp","eurasiatique méridional","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","barochore","blanc",NULL,NULL,NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,7,7,4,3,3,7,4,0,6,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,10844,NULL,NULL,"Pimpinella tragium",NULL
"1218",5948,"Pseudotaxiphyllum elegans","B1309","B5539","10/B1.0.1.0.1.2","Pseudotaxiphyllum elegans (Brid.) Z.Iwats.","H, (E","Brachytheciastrenion velutini","pionnier, sciaphile, humicole, acidophile, planitiaire à collinéen, sol argilo-limoneux légèrement humifère",NULL,NULL,"4","4","4","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cp"
"1219",113609,"Pinguicula alpina","5651","49538","06/1.2.2","Pinguicula alpina L., 1753","hros-car","Junco triglumis–Equisetetalia variegati (Julve 1983 em. de Foucault 1984) Julve 1993","parvocariçaies des tourbières basses basophiles, arctico-alpines à boréo-subalpines",NULL,NULL,"9","3","5","x","8","esp","boréo-subalpin","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc","jaune","6-8",NULL,"0.15","Corner","hémicryptophytaie",NULL,NULL,8,3,7,8,8,7,2,0,1,9,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,2745,NULL,NULL,"Pinguicula alpina",NULL
"1220",113612,"Pinguicula arvetii","5652","49545","06/1.1.2.0.1","Pinguicula arvetii P.A.Genty, 1891","hros-car","Caricion davallianae Klika 1934","parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte dauphinois","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,"0.2","Corner","hémicryptophytaie",NULL,NULL,7,3,7,8,8,8,2,0,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,10520,NULL,NULL,"Pinguicula arvetii *",NULL
"1221",113616,"Pinguicula corsica","5653","49549","06/1.5.1.0.1","Pinguicula corsica Bernard & Gren. ex Gren., 1853","hros-car","Bellidio bernardii–Bellion nivalis Gamisans 1975 ex 1977","parvocariçaies des tourbières basses oro à altiméditerranéennes, acidophiles, corso-sardes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte corse","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc",NULL,"6-8",NULL,"0.15","Corner","hémicryptophytaie",NULL,NULL,8,3,3,8,8,5,2,0,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,10529,NULL,NULL,"Pinguicula corsica",NULL
"1222",113620,"Pinguicula grandiflora","5654","49553","06/1.1.2.0.1","Pinguicula grandiflora Lam., 1789","hros-car","Caricion davallianae Klika 1934","parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen occidental","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,"0.2","Corner","hémicryptophytaie",NULL,NULL,7,3,4,8,8,8,2,0,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,2748,NULL,NULL,"Pinguicula grandiflora",NULL
"1223",113624,"Pinguicula leptoceras","5656","49566","06/1.1.2.0.1","Pinguicula leptoceras Rchb., 1823","hros-car","Caricion davallianae Klika 1934","parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles","Carici davallianae - Molinienion caeruleae de Foucault & Géhu 1980",NULL,"8","4","5","9","8","esp","orophyte alpien","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,"0.15","Corner","hémicryptophytaie","Caricion maritimae (Braun-Blanquet in Volk 1939) Braun-Blanquet 1971",NULL,7,3,4,8,8,8,2,0,1,9,"1","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,2746,NULL,NULL,"Pinguicula leptoceras",NULL
"1224",113625,"Pinguicula longifolia","5657","49568","06/1.1.2.0.7","Pinguicula longifolia Ramond ex DC., 1805","hros-car","Pinguiculion longifoliae Fernandez Casas 1970","végétation des bas-marais pionniers des balmes orophiles, subméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte pyrénéen","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,"0.2","Corner","hémicryptophytaie",NULL,NULL,4,8,3,7,7,7,4,0,8,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,10539,NULL,NULL,"Pinguicula longifolia",NULL
"1225",113626,"Pinguicula lusitanica","5660","49574","04/2.0.1.0.6","Pinguicula lusitanica L., 1753","hros-car","Wahlenbergio hederaceae–Sibthorpion europaeae de Foucault 2020",NULL,"Trocdarido verticillati–Juncenion acutiflori de Foucault & Géhu 1980",NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen-atlantique","fleur solitaire terminale","hermaphrodite",NULL,"entomogame, autogame","capsule","barochore","blanc","rose","5-7",NULL,"0.15","Corner","hémicryptophytaie",NULL,NULL,8,6,2,8,8,2,2,0,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,10468,NULL,NULL,"Pinguicula lusitanica",NULL
"1226",113632,"Pinguicula reichenbachiana","5659","49580","06/1.1.2.0.7","Pinguicula reichenbachiana J.Schindl., 1908","hros-car","Pinguiculion longifoliae Fernandez Casas 1970","végétation des bas-marais pionniers des balmes orophiles, subméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte ligure","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"4-6",NULL,"0.15","Corner","hémicryptophytaie",NULL,NULL,4,8,3,7,7,7,4,0,8,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,10540,NULL,NULL,"Pinguicula lon. reichenbachiana",NULL
"1227",113639,"Pinguicula vulgaris","5662","49587","06/1.","Pinguicula vulgaris L., 1753","hros-car","Scheuchzerio palustris–Caricetea nigrae (Nordhagen 1936) Tüxen 1937 em. Julve 1999","hémicrypto-géophytaies des tourbières holarctiques","Montio fontanae - Cardaminetea amarae Braun-Blanquet & Tüxen 1943",NULL,"8","x","3","8","7","esp","circumboréal","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"5-7",NULL,"0.2","Corner","hémicryptophytaie",NULL,NULL,8,5,5,8,8,6,2,0,1,9,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lentibulariaceae",0,0,2747,NULL,NULL,"Pinguicula vulgaris",NULL
"1228",113651,"Pinus cembra","7278","49606","17/1.","Pinus cembra L., 1753","A-semp","σA Pino cembrae–Piceetea abietis Julve 1993","associations arborescentes climaciques des forêts sempervirentes aciculifoliées boréo-subalpines de l'Europe occidentale, sur sols mésotrophes",NULL,NULL,"-5","2","7","5","4","esp","orophyte alpien","cône","monoïque",NULL,"anémogame","cône","anémochore","jaune, rose",NULL,"6","arbre","30","Rauh","magnophanérophytaie",NULL,NULL,8,2,7,6,5,5,5,0,3,5,"3","0","Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",94,7249,7250,"Pinus cembra A","Pinus cembra B","Pinus cembra H",NULL
"1229",113665,"Pinus halepensis","30282","75290","19/1.0.3","Pinus halepensis Mill., 1768","a-semp","Pinetalia halepensis Biondi, Blasi, Galdenzi, Pesaresi & Vagge in Biondi, Allegrezza, Casavecchia, Galdenzi, Gasparri, Pesaresi, Vagge & Blasi 2014","pinèdes pionnières thermo à mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"arbre","22","Rauh","magnophanérophytaie",NULL,NULL,8,8,3,3,3,7,4,0,5,4,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",7393,7394,7395,"Pinus halepensis A","Pinus halepensis B","Pinus halepensis H",NULL
"1230",113682,"Pinus mugo","7280","49658","15/1.0.1.0.2","Pinus mugo Turra, 1764","b-semp","Pinion mugo Pawłowski in Pawłowski, Sokołowski & Wallisch 1928","buissons d'arbrisseaux des ubacs, subalpins, méridionalo-orientaux",NULL,NULL,"8","3","3","x","x","esp","orophyte européen","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"arbrisseau","4","Rauh","nanophanérophytaie",NULL,NULL,8,2,7,5,5,7,3,0,3,2,"3","0","Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",0,98,7251,NULL,"Pinus mugo B","Pinus mugo H",NULL
"1231",113683,"Pinus nigra","7281","49663","17/6.","Pinus nigra J.F.Arnold, 1785","A-semp","σA Pinetea nigrae Julve 2016 class. nov. hoc loco","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, oroméditerranéennes",NULL,NULL,"-7","7","4","3","9","esp","orophyte méditerranéen","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,"5-6","arbre","43","Rauh","magnophanérophytaie",NULL,NULL,8,6,4,4,4,7,3,0,3,3,"2","0","Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",99,7252,7253,"Pinus nigra A","Pinus nigra B","Pinus nigra H",NULL
"1232",118064,"Rosa caesia","4862","56605","15/4.0.2.0.6","Rosa caesia Sm., 1812","b-cad","σb Rosion glaucae Julve 2025","buissons d'arbrisseaux montagnards",NULL,NULL,"8","6","3","3","8","esp","européen","corymbe","hermaphrodite",NULL,"entomogame","akène","endozoochore",NULL,NULL,NULL,"arbrisseau","2","Champagnat","nanophanérophytaie",NULL,NULL,8,6,7,5,5,8,4,0,3,2,"3","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,1635,7182,NULL,"Rosa caesia B","Rosa caesia H",NULL
"1233",113689,"Pinus pinaster","7284","49677","19/1.0.3","Pinus pinaster Aiton, 1789","A-semp","Pinetalia halepensis Biondi, Blasi, Galdenzi, Pesaresi & Vagge in Biondi, Allegrezza, Casavecchia, Galdenzi, Gasparri, Pesaresi, Vagge & Blasi 2014","pinèdes pionnières thermo à mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen-atlantique","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"arbre","30","Rauh","magnophanérophytaie",NULL,NULL,8,6,3,4,4,4,3,1,5,4,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",7396,0,0,"Pinus pinaster A",NULL,NULL,NULL
"1234",113690,"Pinus pinea","7285","49685","19/1.0.3","Pinus pinea L., 1753","a-semp","Pinetalia halepensis Biondi, Blasi, Galdenzi, Pesaresi & Vagge in Biondi, Allegrezza, Casavecchia, Galdenzi, Gasparri, Pesaresi, Vagge & Blasi 2014","pinèdes pionnières thermo à mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","cône","monoïque",NULL,"anémogame","cône","anémochore","jaune",NULL,"4-5","arbre","25","Rauh","magnophanérophytaie",NULL,NULL,8,9,3,4,3,7,4,0,5,4,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",7310,7311,7312,"Pinus pinea A","Pinus pinea B","Pinus pinea H",NULL
"1235",113696,"Pinus radiata","7286","49691","17/5.","Pinus radiata D.Don, 1836","A-semp","Tsugo heterophyllae–Thujetea plicatae Knapp 1957","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, du tempéré modal océanique montagnard NW américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord occ.)","cône","monoïque",NULL,"anémogame","cône","anémochore","jaune",NULL,NULL,"grand arbre","45(60)","Rauh","magnophanérophytaie","σA Pino cembrae - Piceetea abietis Julve 1993",NULL,8,5,5,6,5,5,5,0,4,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",12675,0,0,"Pinus radiata A",NULL,NULL,NULL
"1236",113702,"Pinus strobus","7287","49701","17/4.","Pinus strobus L., 1753","A-semp","Abieti balsameae–Piceetea glaucae Knapp 1957 ex Grandtner 1966","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, du tempéré froid boréal de la Taïga nord-américaine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord or.)","cône","monoïque",NULL,"anémogame","cône","anémochore","marron",NULL,"5","arbre","42","Rauh","magnophanérophytaie","σA Pino cembrae - Piceetea abietis Julve 1993",NULL,8,4,4,6,5,2,2,0,4,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",95,7254,7255,"Pinus strobus A","Pinus strobus B","Pinus strobus H",NULL
"1237",113703,"Pinus sylvestris","7288","49702","16/7.","Pinus sylvestris L., 1753","A-semp","σA Pinetea sylvestris Julve 2016 class. nov. hoc loco","associations arborescentes pionnières des forêts sempervirentes, aciculifoliées, boréo-montagnardes, parfois climaciques sur sols oligotrophes",NULL,NULL,"-7","x","7","x","x","esp","eurasiatique","cône","monoïque",NULL,"anémogame","cône","anémochore","jaune, rose",NULL,"5-6","arbre","40","Rauh","magnophanérophytaie",NULL,NULL,8,3,5,4,5,5,3,0,4,5,"x","0","Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",96,7046,7047,"Pinus sylvestris A","Pinus sylvestris B","Pinus sylvestris H",NULL
"1238",113708,"Pinus uncinata",NULL,NULL,"17/1.","Pinus uncinata Ramond ex DC., 1805","A-semp","σA Pino cembrae–Piceetea abietis Julve 1993","associations arborescentes climaciques des forêts sempervirentes aciculifoliées boréo-subalpines de l'Europe occidentale, sur sols mésotrophes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte européen","cône","monoïque",NULL,"anémogame","cône","anémochore","blanc",NULL,"5-6","arbre","25","Rauh","magnophanérophytaie",NULL,NULL,8,2,4,5,5,4,5,0,2,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",97,7927,7928,"Pinus uncinata A","Pinus uncinata B","Pinus uncinata H",NULL
"1239",113715,"Pinus x rhaetica","13285","49693","17/1.","Pinus x rhaetica Broegger, 1864","A-semp","σA Pino cembrae–Piceetea abietis Julve 1993","associations arborescentes climaciques des forêts sempervirentes aciculifoliées boréo-subalpines de l'Europe occidentale, sur sols mésotrophes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"hyb","orophyte européen","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"arbre","25","Rauh","magnophanérophytaie",NULL,NULL,7,3,4,6,6,4,4,0,4,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",16723,0,0,"Pinus x rhaetica A *",NULL,NULL,NULL
"1240",113727,"Piptatherum virescens","7072","49735","10/3.0.1.0.3","Piptatherum virescens (Trin.) Boiss., 1884","Hces","Actaeo spicatae–Mercurialion perennis Gillet 1986 prov.","sous-bois herbacés médio-européens, basophiles, montagnards à planitiaires, des ubacs ou gorges profondes aérohygrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen méridional","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","anémochore","vert",NULL,"5-7",NULL,"1","Tomlinson","hémicryptophytaie",NULL,NULL,6,7,4,5,5,6,5,0,2,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,12744,NULL,NULL,"Piptatherum virescens",NULL
"1241",113744,"Pistacia lentiscus","55","49751","15/27.","Pistacia lentiscus L., 1753","b-semp","σb Pistacio lentisci–Rhamnetea lycioidis Julve 2025","arbrisseaux des matorrals méditerranéens sempervirents",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","racème simple","dioïque",NULL,"anémogame","drupe","endozoochore","marron",NULL,"4-5","arbrisseau","3","Stone","nanophanérophytaie",NULL,NULL,7,8,3,4,4,5,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Sapindales","Anacardiaceae",7340,7341,7342,"Pistacia lentiscus A","Pistacia lentiscus B","Pistacia lentiscus H",NULL
"1242",113748,"Pistacia terebinthus","30283","75291","15/25.","Pistacia terebinthus L., 1753","a-cad","Myrtion communis Allier & Lacoste 1980","matorrals héliophiles thermoméditerranéens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","racème simple","dioïque",NULL,"anémogame","drupe","endozoochore","marron",NULL,"4-7","petit arbre","10","Rauh","microphanérophytaie",NULL,NULL,8,8,2,4,4,6,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Sapindales","Anacardiaceae",0,1978,7350,NULL,"Pistacia terebinthus B","Pistacia terebinthus H",NULL
"1243",113751,"Pistacia x saportae","58","49754","15/25.","Pistacia x saportae Burnat, 1896","a-cad","σa Pistacio terebenthi–Phillyreetea latifoliae Julve 2025",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"hyb","méditerranéen","racème simple","dioïque",NULL,"anémogame","drupe","endozoochore",NULL,NULL,NULL,"arbuste","10","Rauh","microphanérophytaie",NULL,NULL,8,8,2,4,4,6,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Sapindales","Anacardiaceae",0,16281,0,NULL,"Pistacia x saportae B *",NULL,NULL
"1244",113778,"Pisum sativum",NULL,NULL,"13/4.","Pisum sativum L., 1753","Test-lia","Sisymbrietea officinalis Korneck 1974","friches annuelles rudérales, européennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","cosmopolite","racème simple","hermaphrodite",NULL,"entomogame","gousse","barochore","blanc, rose",NULL,NULL,NULL,NULL,"Oldeman","thérophytaie",NULL,NULL,8,6,5,5,5,6,7,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,1876,NULL,NULL,"Pisum sativum",NULL
"1245",113785,"Pittosporum tobira","4074","49807","16/10.","Pittosporum tobira (Thunb.) W.T.Aiton, 1811","a-semp","σa Crataego monogynae–Coryletea avellanae Julve 2023","grpts de petits arbres surtout endozoochores et polyarchiques, dilués en sous-bois des forêts ou en écotones de lisières stabilisées en limite de la forêt climacique.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie orient.)",NULL,"hermaphrodite",NULL,"entomogame",NULL,"barochore","blanc",NULL,NULL,"petit arbre","10","Leeuwenberg","parvophanérophytaie",NULL,NULL,7,8,2,4,3,5,5,1,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Pittosporaceae",0,16239,0,NULL,"Pittosporum tobira B *",NULL,NULL
"1246",113786,"Pittosporum undulatum","4075","49808","19/2.","Pittosporum undulatum Vent., 1802","a-semp","Cytiso proliferi–Pinetea canariensis Rivas Goday & Esteve ex Esteve 1969","associations arborescentes climaciques des forêts canariennes montagnardes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Canaries)",NULL,"hermaphrodite",NULL,"entomogame",NULL,"barochore","blanc",NULL,NULL,"arbre","20","Leeuwenberg","magnophanérophytaie","σa Pino halepensis - Quercetea ilicis (Braun-Blanquet 1947) de Foucault & Julve 1991",NULL,9,9,1,4,3,5,5,1,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Pittosporaceae",0,16240,0,NULL,"Pittosporum undulatum B",NULL,NULL
"1247",435532,"Polytrichum commune var. perigoniale","B3185","B28","inconnu","Polytrichum commune Hedw. var. perigoniale (Michx.) Hampe ","H",NULL,NULL,NULL,NULL,"8","2","6","6","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1248",113791,"Plagius flosculosus","1106","49811","14/16.0.1.0.6","Plagius flosculosus (L.) Alavi & Heywood, 1976","Csuf","Artemision arborescentis (Géhu & Biondi in Géhu, Biondi & Géhu–Franck 1986) Géhu & Biondi 1994","friches halophiles littorales, corses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen (corso-sarde)","racème de capitules","hermaphrodite",NULL,"entomogame","akène","épizoochore","jaune",NULL,"6-7","sous-arbrisseau","0.8","Scarrone","magnochaméphytaie",NULL,NULL,9,9,1,4,7,7,6,7,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,10228,NULL,NULL,"Plagius flosculosus",NULL
