"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"101987","Hieracium fragile Jord., 1849","Épervière fragile, Épervière précoce","MODERE","-","pelouses acidophiles médio-européennes à boréo-subalpines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102019","Hieracium glaucopsis Gren. & Godr., 1850","Épervière","MODERE","-","lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat","7-9","","","","","","","","X","X","X","","",""
"611265","Hieracium insulanum Litard., 1909","Épervière insulaire","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102087","Hieracium issleri Touton & Zahn, 1914","Épervière d’Issler","TRES FORT","-","pelouses acidophiles montagnardes à subalpines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102147","Hieracium leontodontoides Arv.-Touv. & Briq., 1894","Épervière faux liondent, Épervière fausse dent-de-lion","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717250","Hieracium marsillyanum Arv.-Touv., 1913","Épervière de Marsilly","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"810876","Hieracium muellerianum Arv.-Touv. & Gaut.","Épervière de Müller","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717773","Hieracium petrosae (Zahn) J.-M.Tison, 2013",,"FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102451","Hieracium ravaudii Arv.-Touv., 1873","Épervière de Ravaud","FORT","-","lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102461","Hieracium rhaeticum Fr., 1862","Épervière des Alpes rhétqiues","MODERE","-","pelouses acidophiles montagnardes à subalpines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102473","Hieracium rotgesianum Arv.-Touv. & Gaut., 1904","Épervière de Rotgès","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717775","Hieracium runcinatolobatum (Zahn) J.-M.Tison, 2013",,"FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102492","Hieracium sandozianum Zahn, 1901","Épervière de Sandoz","MAJEUR","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102511","Hieracium scariolifolium Arv.-Touv., 1888","Épervière à feuilles de scariole, Épervière de Bernard","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102563","Hieracium speluncarum Arv.-Touv., 1881","Épervière des cavernes","FORT","-","lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"102706","Hieracium virgaurea Coss., 1847","Épervière verge-d'or","FORT","-","pelouses acidophiles méditerranéennes","8-9","","","","","","","","","X","X","","",""
"788804","Hieracium vizzavonae (Zahn) J.-M.Tison, 2015","Épervière de Vizzavona","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"103207","Hyoseris scabra L., 1753","Hyoséride scabre, Chicorée scabre, Hyoséris scabre","TRES FORT","PR","annuelles des tonsures basophiles, aéroxérophiles, thermophiles, méditerranéennes","4-5","","","","","X","X","","","","","","",""
"103383","Hypochaeris uniflora Vill., 1779","Porcelle uniflore, Porcelle à une fleur, Porcelle à une tête","FORT","-","pelouses acidophiles montagnardes à subalpines","7-7","","","","","","","","X","","","","",""
"104766","Lactuca quercina L., 1753","Laitue à feuilles de chêne","MAJEUR","PR","ourlets externes à internes, acidophiles, montagnards","8-8","","","","","","","","","X","","","",""
"104766","Lactuca quercina L., 1753","Laitue à feuilles de chêne","MAJEUR","PR","ourlets externes à internes, acidophiles, montagnards","8-8","","","","","","","","","X","","","",""
"611394","Picris rhagadioloides (L.) Desf., 1804","Picride faux rhagadiole, Picride très élevée, Picris faux rhagadiole","TRES FORT","PR","friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","5-6","","","","","","X","X","","","","","",""
"717842","Pilosella kralikii (Rouy) J.-M.Tison, 2013","Piloselle de Kralik","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"718271","Pilosella peleteriana subsp. ligerica (Zahn) B.Bock, 2012","Piloselle de la Loire, Épervière de la Loire","MODERE","-","pelouses des sables mobiles neutroclines","5-9","","","","","","X","X","X","X","X","","",""
"717389","Pilosella soleiroliana (Arv.-Touv. & Briq.) S.Bräut. & Greuter, 2007","Piloselle de Sardaigne, Épervière de Sardaigne","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"121899","Scolymus grandiflorus Desf., 1799","Scolyme à grandes fleurs","FORT","-","friches vivaces xérophiles, mésoméditerranéennes orientales","6-6","","","","","","","X","","","","","",""
"121902","Scolymus maculatus L., 1753","Scolyme maculé, Scolyme taché, Scolyme tacheté","MAJEUR","-","friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","7-8","","","","","","","","X","X","","","",""
"140808","Scorzonera hispanica subsp. crispatula (Boiss.) Nyman, 1879","Scorsonère crépue, Scorsonère à feuilles crispées","MODERE","-","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"121971","Scorzonera parviflora Jacq., 1776","Scorsonère à petites fleurs","TRES FORT","PN","","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"611355","Scorzoneroides duboisii (Sennen) Greuter, 2006","Liondent de Dubois, Fausse scorsonère de Dubois","MODERE","-","hémicryptophytaies des sources acidophiles, héliophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124231","Sonchus aquatilis Pourr., 1788","Laiteron aquatique","FORT","-","prés salés vasicoles hygrophiles méditerranéens","6-6","","","","","","","X","","","","","",""
"124256","Sonchus maritimus L., 1759","Laiteron maritime","MODERE","-","végétations herbacées vivaces des prés salés vasicoles hygrophiles, méditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125514","Taraxacum autumnale Castagne, 1845","Pissenlit d'automne","FORT","-","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125517","Taraxacum balticiforme Dahlst., 1933","Pissenlit","MAJEUR","-","prairies hygrophiles, médio-européennes, mésothermes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125519","Taraxacum besarabicum (Hornem.) Hand.-Mazz., 1907","Pissenlit de Bessarabie","MODERE","-","prairies hygrophiles à mésohygrophiles, subhalophiles, continentales à arrière-littorale","7-8","","","","","","","","X","X","","","",""
"717603","Taraxacum ferale Kirschner & Št?pánek, 1998",,"TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717608","Taraxacum herae Sonck, 1984",,"MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717613","Taraxacum irrigatum Kirschner & Št?pánek, 1992",,"FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125653","Taraxacum litardierei Soest, 1957","Pissenlit de Litardière","MODERE","-","pelouses acidophiles oroméditerranéennes, des ubacs corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717629","Taraxacum odiosum Kirschner & Št?pánek, 1998",,"TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125719","Taraxacum pyrrhopappum Boiss. & Reut., 1842","Pissenlit tardif, Pissenlit à pappus rougeâtres","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"130112","Willemetia stipitata (Jacq.) Dalla Torre, 1882","Willemétie stipitée, Calycocorsus stipité, Willemétie fausse apargie","MODERE","-","hémicrypto-géophytaies des tourbières médio-européennes à boréo-subalpines","7-7","","","","","","","","X","","","","",""
"130112","Willemetia stipitata (Jacq.) Dalla Torre, 1882","Willemétie stipitée, Calycocorsus stipité, Willemétie fausse apargie","MODERE","-","hémicrypto-géophytaies des tourbières médio-européennes à boréo-subalpines","7-7","","","","","","","","X","","","","",""
"87601","Campanula albicans (Buser) Engl., 1897","Campanule blanchissante, Campanule blanchâtre, Campanule des pierriers","TRES FORT","PR","lithophytes héliophiles des replats de falaises basophiles, orophiles, ligures","7-8","","","","","","","","X","X","","","",""
"87609","Campanula baumgartenii Becker, 1827","Campanule de Baumgarten","MODERE","-","ourlets externes acidophiles, boréocentro-européens, planitiaires-collinéens, mésoxérophiles, oligotrophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"87613","Campanula bononiensis L., 1753","Campanule de Bologne","MODERE","-","ourlets basophiles médio-européens, mésoxérophiles","6-8","","","","","","","X","X","X","","","",""
"87620","Campanula cervicaria L., 1753","Campanule cervicaire, Cervicaire, Campanule à fleurs en tête","MODERE","PN","mégaphorbiaies pionnières de clairières acidophiles planitiaires-collinéennes","6-9","","","","","","","X","X","X","X","","",""
"87647","Campanula fritschii Witasek, 1902","Campanule de Fritsch","MODERE","-","ourlets marnicoles, mésohygrophiles, planitiaires-collinéens à montagnards","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"87663","Campanula jaubertiana Timb.-Lagr., 1868","Campanule de Jaubert","MODERE","-","grpts vivaces des éboulis basophiles, pyrénéens à auvergnats, subalpins-alpins, héliophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"87699","Campanula precatoria Timb.-Lagr., 1873","Campanule à chapelet","MODERE","-","grpts vivaces des éboulis basophiles, pyrénéens à auvergnats, subalpins-alpins, héliophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"132522","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanule de Scheuchzer","MODERE","-","pelouses acidophiles ouvertes, alpines, chionophiles, mésohydriques, des ubacs pyrénéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"87740","Campanula thyrsoides L., 1753","Campanule en faux thyrse, Campanule en thyrse","FORT","-","mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, basophiles, héliophiles","7-8","","","","","","","","X","X","","","",""
"136883","Jasione crispa subsp. arvernensis Tutin, 1973","Jasione d'Auvergne, Jasione crépue d'Auvergne","FORT","-","pelouses acidophiles montagnardes à subalpines","7-9","","","","","","","","X","X","X","","",""
"105406","Legousia falcata (Ten.) Fritsch, 1907","Légousie en faux, Spéculaire en faux","FAIBLE","PN","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"105406","Legousia falcata (Ten.) Fritsch, 1907","Légousie en faux, Spéculaire en faux","FAIBLE","PN","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"105406","Legousia falcata (Ten.) Fritsch, 1907","Légousie en faux, Spéculaire en faux","FAIBLE","PN","annuelles commensales des moissons basophiles, thermophiles","5-6","","","","","","X","X","","","","","",""
"113369","Phyteuma cordatum Balb., 1809","Raiponce cordée, Raiponce en forme de cœur, Raiponce de Balbis","TRES FORT","PR","lithophytes héliophiles des replats de falaises basophiles, orophiles, ligures","7-8","","","","","","","","X","X","","","",""
"113376","Phyteuma gallicum Rich.Schulz, 1904","Raiponce de France","MODERE","-","prairies mésohydriques, fauchées, subalpines à montagnardes supérieures","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"892221","Phyteuma italicum Arv.-Touv., 1887","Raiponce d’Italie","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"138764","Phyteuma orbiculare subsp. orbiculare L., 1753","Raiponce orbiculaire","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113406","Phyteuma serratum Viv., 1825","Raiponce dentée, Raiponce à feuilles dentées en scie","MODERE","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, corso-sardes","7-8","","","","","","","","X","X","","","",""
"113410","Phyteuma villarsii Rich.Schulz, 1904","Raiponce de Villars","FORT","PN","lithophytes héliophiles des replats de falaises basophiles, orophiles, ligures","7-8","","","","","","","","X","X","","","",""
"106428","Lobelia dortmanna L., 1753","Lobélie de Dortmann","FAIBLE","PN","parvogéophytaies amphibies courtement exondables, oligotrophiles, hyperatlantiques, acidophiles","6-9","","","","","","","X","X","X","X","","",""
"106435","Lobelia urens L., 1753","Lobélie brûlante, Cardinale des marais","MODERE","-","jonçaies des prés paratourbeux acidophiles, atlantiques, planitiaires, thermophiles à mésothermophiles","7-9","","","","","","","","X","X","X","","",""
"717556","Solenopsis corsica (Meikle) M.B.Crespo, Serra & Juan, 1998","Solénopside de Corse, Laurentie de Corse, Solénopsis de Corse","FORT","-","annuelles des tonsures mésohygrophiles, basophiles","6-9","","","","","","","X","X","X","X","","",""
"124150","Solenopsis laurentia (L.) C.Presl, 1836","Solénopside de Laurenti, Lobélie de Laurenti, Solénopsis de Laurenti","FORT","PR","annuelles des tonsures hygrophiles, acidophiles, méditerranéennes","5-6","","","","","","X","X","","","","","",""
"109769","Nymphoides peltata (S.G.Gmel.) Kuntze, 1891","Faux nénuphar pelté, Limnanthème faux nénuphar, Faux nénuphar, Petit nénuphar pelté, Petit nénuphar","TRES FORT","PR","herbiers aquatiques, vivaces, enracinés, européens, des eaux douces profondes, eutrophiles à mésotrophiles, planitiaire à collinéen","6-9","","","","","","","X","X","X","X","","",""
"81286","Alkanna lutea A.DC., 1846","Orcanette jaune, Henné jaune","MAJEUR","PR","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse","4-6","","","","","X","X","X","","","","","",""
"81287","Alkanna matthioli Tausch, 1824","Orcanette de Matthiole, Orcanette des teinturiers, Orcanette tinctoriale","MODERE","-","pelouses des sables basophiles, submaritimes, méditerranéennes, catalanes","4-6","","","","","X","X","X","","","","","",""
"82376","Anchusa crispa Viv., 1825","Buglosse crépue","TRES FORT","PN","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales","4-5","","","","","X","X","","","","","","",""
"907647","Anchusa crispa subsp. valincoana Paradis, Piazza & Quilichini, 2018","Buglosse de Valinco, Buglosse du golfe de Valinco","TRES FORT","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"907646","Anchusa crispa subsp. crispa Viv., 1825","Buglosse crépue","TRES FORT","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"82408","Anchusa undulata L., 1753","Buglosse ondulée","TRES FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","5-7","","","","","","X","X","X","","","","",""
